0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 30, 12
0, 60, 17
0, 30, 16
0, 59, 17
0, 30, 18
0, 59, 18
0, 30, 18
0, 60, 18
0, 59, 17
0, 30, 19
0, 59, 19
0, 29, 17
0, 46, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 44, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
